CLASE DE ACCIDENTE;GRAVEDAD;VIAS;CORREGIMIENTO;DIA  SEMANA;FECHA DE OCURRECIA;HORA OCURRENCIA
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;JUEVES;16/05/2024;5:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;TURIN;VIERNES;17/05/2024;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA COLOMBIANA;SABADO;25/05/2024;10:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;DOMINGO;26/05/2024;10:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;SABADO;25/05/2024;1:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;DOMINGO LARGO;MARTES;28/05/2024;7:00:00 a. m.
ATROPELLO;HERIDOS;ESTACION DE POLICIA GORGONA;VILLAGORGONA;VIERNES;31/05/2024;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;18/05/2024;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;DOMINGO;19/05/2024;4:00:00 a. m.
CHOQUE;HERIDOS;CALLE 23 CR 12;POBLADO CAMPESTRE;MARTES;7/05/2024;3:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-PALMIRA;PROVENZA;MARTES;4/06/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;JUEVES;6/06/2024;3:00:00 p. m.
CHOQUE;HERIDOS;PUERTOTEJADA-CANDELARIA;EL TRIUNFO;JUEVES;20/06/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;VIERNES;14/06/2024;4:00:00 a. m.
ATROPELLO;MUERTOS;VILLARICA-PALMIRA;PARRAGA;MARTES;11/06/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;MIERCOLES;12/06/2024;9:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;DOMINGO;16/06/2024;8:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;MIERCOLES;19/06/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;23/06/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;22/06/2024;11:00:00 p. m.
CHOQUE;HERIDOS;FLORIDA-CALI;EL CRUCERO;VIERNES;28/06/2024;5:00:00 p. m.
CHOQUE;DAÑOS;SAN JOAQUIN - EL TIPLE;EL TIPLE;MIERCOLES;26/06/2024;8:00:00 a. m.
VOLCAMIENTO;HERIDOS;LA COLOMBIANA;LA COLOMBIANA;DOMINGO;30/06/2024;2:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;MARTES;2/07/2024;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;2/07/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;MIERCOLES;3/07/2024;7:00:00 p. m.
CHOQUE;HERIDOS;CR 14 CALLE 21;VILLAGORGONA;SABADO;6/07/2024;2:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CABECERA-CANDELARIA;DOMINGO;7/07/2024;5:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;JUANCHITO;LUNES;8/07/2024;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA REGINA;SABADO;20/07/2024;8:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;JUANCHITO;SABADO;13/07/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;13/07/2024;10:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;LUNES;15/07/2024;12:00:00 p. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;EL CARMELO;DOMINGO;21/07/2024;10:00:00 p. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;MARTES;23/07/2024;3:00:00 p. m.
CHOQUE;HERIDOS;CABECERA-CANDELARIA;CABECERA-CANDELARIA;SABADO;27/07/2024;12:00:00 a. m.
CHOQUE;MUERTOS;CALI-FLORIDA;CANDELARIA;SABADO;31/07/2024;12:00:00 a. m.
ATROPELLO;HERIDOS;CARRERA 10 CALLE 14;VILLAGORGONA;JUEVES;1/08/2024;9:00:00 a. m.
CHOQUE;MUERTOS;CALI-FLORIDA;LA REGINA;VIERNES;2/08/2024;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;LA REGINA;SABADO;3/08/2024;4:00:00 a. m.
VOLCAMIENTO;MUERTOS;CANDELARIA-CALI;VILLAGORGONA;MIERCOLES;7/08/2024;5:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;CABECERA-CANDELARIA;MIERCOLES;14/08/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CALLE 16 CR 2;VILLAGORGONA;VIERNES;16/08/2024;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;20/08/2024;6:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;MIERCOLES;21/08/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;21/08/2024;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;25/08/2024;3:00:00 a. m.
ATROPELLO;HERIDOS;CARRERA 6 CALLE 8-81;CABECERA-CANDELARIA;LUNES;26/08/2024;7:00:00 p. m.
CHOQUE;HERIDOS;CR 12 CALLE 5;CABECERA-CANDELARIA;MARTES;27/08/2024;12:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;MIERCOLES;28/08/2024;12:00:00 a. m.
CHOQUE;HERIDOS;FLORIDA-CALI;EL CARMELO;MIERCOLES;28/08/2024;12:00:00 a. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;EL CARMELO;VIERNES;30/08/2024;3:00:00 p. m.
VOLCAMIENTO;HERIDOS;FLORIDA-CALI;EL CRUCERO;SABADO;31/08/2024;1:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;DOMINGO;1/09/2024;3:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;4/09/2024;9:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;13/09/2024;6:00:00 p. m.
CHOQUE;MUERTOS;CANDELARIA-CALI;VILLAGORGONA;MARTES;17/09/2024;3:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;LUNES;16/09/2024;2:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;25/09/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CR 12A  - CALLE 21A;VILLAGORGONA;DOMINGO;29/09/2024;8:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;MARTES;1/10/2024;12:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;MIERCOLES;2/10/2024;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;VIERNES;4/10/2024;1:00:00 p. m.
CHOQUE;HERIDOS;CARRERA 9 FRENTE AL # 16-7;VILLAGORGONA;JUEVES;3/10/2024;6:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CRUCERO;SABADO;5/10/2024;9:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;EL CARMELO;LUNES;7/10/2024;6:00:00 a. m.
CHOQUE;HERIDOS;FLORIDA-CALI;CANDELARIA;JUEVES;17/10/2024;8:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;SABADO;19/10/2024;9:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;MARTES;22/10/2024;6:00:00 a. m.
ATROPELLO;HERIDOS;CALLE 17 CR 12A;VILLAGORGONA;LUNES;21/10/2024;6:00:00 p. m.
