CLASE DE ACCIDENTE;GRAVEDAD;VIAS;CORREGIMIENTO;DIA  SEMANA;FECHA DE OCURRECIA;HORA OCURRENCIA
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;JUEVES;31/03/2022;9:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL CABUYAL;JUEVES;31/03/2022;11:00:00 p. m.
CHOQUE;DAÑOS;PALMIRA-VILLARICA;EL CABUYAL;LUNES;1/04/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MARTES;5/04/2022;7:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;POBLADO CAMPESTRE;JUEVES;7/04/2022;8:00:00 a. m.
CHOQUE;DAÑOS;VILLAGORGONA;VILLAGORGONA;JUEVES;7/04/2022;11:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;SABADO;9/04/2022;8:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;SABADO;9/04/2022;11:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;TURIN;SABADO;9/04/2022;5:00:00 p. m.
ATROPELLO;HERIDOS;VILLAGORGONA;VILLAGORGONA;MIERCOLES;3/04/2022;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;5/04/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;CANDELARIA;MARTES;5/04/2022;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;6/04/2022;12:00:00 p. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;CANDELARIA;DOMINGO;10/04/2022;3:00:00 p. m.
CHOQUE;DAÑOS;PALMIRA-VILLARICA;CANDELARIA;LUNES;11/04/2022;3:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;EL CARMELO;LUNES;11/04/2022;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;LUNES;11/04/2022;5:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;LUNES;11/04/2022;5:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;MARTES;12/04/2022;11:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;MIERCOLES;13/04/2022;4:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;13/04/2022;1:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;CANDELARIA;VIERNES;15/04/2022;9:00:00 a. m.
CHOQUE;DAÑOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;SABADO;16/04/2022;5:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;LUNES;18/04/2022;6:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;MARTES;19/04/2022;3:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;MIERCOLES;20/04/2022;1:00:00 p. m.
CHOQUE;DAÑOS;JUANCHITO;JUANCHITO;MIERCOLES;20/04/2022;7:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;DOMINGO LARGO;VIERNES;22/04/2022;12:00:00 p. m.
CHOQUE;DAÑOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;VIERNES;22/04/2022;11:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;SABADO;23/04/2022;7:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;DOMINGO;24/04/2022;3:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;CANDELARIA;MIERCOLES;27/04/2022;7:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;27/04/2022;5:00:00 p. m.
ATROPELLO;MUERTOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;JUEVES;28/04/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;VILLAGORGONA;SABADO;30/04/2022;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;POBLADO CAMPESTRE;DOMINGO;1/05/2022;1:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;VILLAGORGONA;MARTES;3/05/2022;1:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;POBLADO CAMPESTRE;MARTES;3/05/2022;5:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;4/05/2022;6:00:00 a. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;CANDELARIA;VIERNES;6/05/2022;12:00:00 p. m.
CHOQUE;MUERTOS;VILLARICA-PALMIRA;PUERTA AMARILLA;SABADO;7/05/2022;5:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;DOMINGO;8/05/2022;6:00:00 a. m.
VOLCAMIENTO;HERIDOS;CALI-CANDELARIA;EL CARMELO;DOMINGO;8/05/2022;11:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;LUNES;9/05/2022;4:00:00 p. m.
VOLCAMIENTO;DAÑOS;JUANCHITO;JUANCHITO;MIERCOLES;11/05/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;VIERNES;13/05/2022;8:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;SABADO;14/05/2022;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;DOMINGO;15/05/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;15/05/2022;9:00:00 p. m.
ATROPELLO;MUERTOS;CALI-CANDELARIA;CANDELARIA;LUNES;16/05/2022;11:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;MARTES;17/05/2022;6:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL ARENAL;MARTES;17/05/2022;7:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL LAURO;MARTES;17/05/2022;8:00:00 a. m.
VOLCAMIENTO;DAÑOS;CALI-CANDELARIA;EL CARMELO;MIERCOLES;18/05/2022;10:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;18/05/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;CANDELARIA;JUEVES;19/05/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;JUEVES;19/05/2022;6:00:00 a. m.
CHOQUE;DAÑOS;PALMIRA-VILLARICA;CANDELARIA;JUEVES;19/05/2022;12:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;VIERNES;20/05/2022;11:00:00 a. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;EL LAURO;LUNES;23/05/2022;5:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;LUNES;23/05/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;LUNES;23/05/2022;8:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL LAURO;MIERCOLES;25/05/2022;4:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;JUEVES;26/05/2022;1:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;VIERNES;27/05/2022;4:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-FLORIDA;CANDELARIA;MARTES;31/05/2022;11:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;1/06/2022;7:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;MIERCOLES;1/06/2022;7:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;MIERCOLES;1/06/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;1/06/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;1/06/2022;5:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;JUEVES;2/06/2022;2:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;JUEVES;2/06/2022;4:00:00 p. m.
CHOQUE;DAÑOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;SABADO;4/06/2022;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;DOMINGO;5/06/2022;3:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;LUNES;6/06/2022;2:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL LAURO;LUNES;6/06/2022;6:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;LUNES;6/06/2022;8:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;8/06/2022;5:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;8/06/2022;8:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;8/06/2022;8:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;JUEVES;9/06/2022;6:00:00 a. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;JUEVES;9/06/2022;10:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;JUANCHITO;VIERNES;10/06/2022;9:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;VIERNES;10/06/2022;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;12/06/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;MARTES;14/06/2022;7:00:00 p. m.
VOLCAMIENTO;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;17/06/2022;4:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;SABADO;18/06/2022;10:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;18/06/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;LUNES;20/06/2022;5:00:00 p. m.
CHOQUE;DAÑOS;VILLAGORGONA;VILLAGORGONA;MARTES;21/06/2022;2:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL LAURO;MARTES;21/06/2022;12:00:00 p. m.
CHOQUE;HERIDOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;MIERCOLES;22/06/2022;10:00:00 p. m.
CHOQUE;DAÑOS;PALMIRA-VILLARICA;EL LAURO;MIERCOLES;22/06/2022;7:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;VIERNES;24/06/2022;9:00:00 a. m.
ATROPELLO;HERIDOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;LUNES;27/06/2022;12:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;29/06/2022;4:00:00 a. m.
ATROPELLO;HERIDOS;SAN JOAQUIN-EL CARMELO;LA GLORIA;MIERCOLES;29/06/2022;6:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;JUEVES;30/06/2022;10:00:00 a. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;2/07/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;SABADO;2/07/2022;2:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL LAURO;SABADO;2/07/2022;12:00:00 p. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;EL CABUYAL;MARTES;5/07/2022;12:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;DOMINGO LARGO;MARTES;5/07/2022;4:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;EL CARMELO;VIERNES;8/07/2022;9:00:00 a. m.
OTRO;HERIDOS;PUERTO TEJADA-PALMIRA;EL LAURO;SABADO;9/07/2022;4:00:00 p. m.
CHOQUE;DAÑOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;DOMINGO;10/07/2022;9:00:00 p. m.
OTRO;HERIDOS;VILLAGORGONA;VILLAGORGONA;LUNES;11/07/2022;9:00:00 a. m.
CHOQUE;DAÑOS;EL CARMELO;EL CARMELO;JUEVES;14/07/2022;11:00:00 a. m.
CHOQUE;MUERTOS;CALI-FLORIDA;CANDELARIA;DOMINGO;17/07/2022;2:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-PRADERA;CANDELARIA;DOMINGO;17/07/2022;10:00:00 a. m.
CHOQUE;DAÑOS;EL CARMELO;EL CARMELO;MIERCOLES;20/07/2022;11:00:00 a. m.
ATROPELLO;HERIDOS;VILLAGORGONA;VILLAGORGONA;DOMINGO;24/07/2022;12:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;DOMINGO;24/07/2022;1:00:00 a. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;EL CABUYAL;MIERCOLES;25/07/2022;12:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;MARTES;26/07/2022;1:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;LUNES;1/08/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;JUEVES;4/08/2022;6:00:00 a. m.
CHOQUE;MUERTOS;PALMIRA-VILLARICA;CANDELARIA;JUEVES;4/08/2022;5:00:00 a. m.
CHOQUE;HERIDOS;EL CARMELO;EL CARMELO;DOMINGO;7/08/2022;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;8/08/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;VILLAGORGONA;VIERNES;12/08/2022;11:00:00 a. m.
OBJETO FIJO;HERIDOS;CANDELARIA-CALI;CANDELARIA;SABADO;13/08/2022;9:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL CABUYAL;LUNES;15/08/2022;5:00:00 a. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;VIERNES;12/08/2022;7:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;SABADO;13/08/2022;3:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;MIERCOLES;17/08/2022;6:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;MARTES;16/08/2022;6:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;MIERCOLES;17/08/2022;4:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;SABADO;20/08/2022;3:00:00 p. m.
CHOQUE;HERIDOS;CALI-FLORIDA;CANDELARIA;SABADO;20/08/2022;3:00:00 a. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;DOMINGO;21/08/2022;10:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;JUEVES;25/08/2022;8:00:00 p. m.
CHOQUE;DAÑOS;PALMIRA-VILLARICA;CANDELARIA;VIERNES;26/08/2022;10:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;MIERCOLES;24/08/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;VIERNES;26/08/2022;8:00:00 p. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;SABADO;27/08/2022;11:00:00 a. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;EL CABUYAL;SABADO;27/08/2022;7:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;28/08/2022;12:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;MARTES;30/08/2022;4:00:00 p. m.
ATROPELLO;HERIDOS;CANDELARIA-CALI;CANDELARIA;MARTES;30/08/2022;6:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;JUEVES;1/09/2022;2:00:00 p. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;SABADO;3/09/2022;8:00:00 p. m.
VOLCAMIENTO;HERIDOS;CALI-CANDELARIA;JUANCHITO;DOMINGO;4/09/2022;11:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MARTES;6/09/2022;6:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;MIERCOLES;7/08/2022;11:00:00 p. m.
CHOQUE;DAÑOS;PALMIRA-VILLARICA;CANDELARIA;MIERCOLES;7/09/2022;10:00:00 p. m.
CHOQUE;DAÑOS;POBLADO CAMPESTRE;POBLADO CAMPESTRE;VIERNES;9/09/2022;9:00:00 a. m.
ATROPELLO;HERIDOS;VILLARICA-PALMIRA;EL LAURO;SABADO;10/09/2022;7:00:00 a. m.
ATROPELLO;HERIDOS;JUANCHITO;JUANCHITO;DOMINGO;18/09/2022;12:00:00 p. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;CANDELARIA;VIERNES;16/09/2022;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;CANDELARIA;LUNES;16/09/2022;6:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;DOMINGO;18/09/2022;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;LUNES;19/09/2022;7:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL CABUYAL;MARTES;20/09/2022;9:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;JUANCHITO;VIERNES;23/09/2022;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;VIERNES;23/09/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;23/09/2022;8:00:00 p. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;CANDELARIA;SABADO;24/09/2022;2:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;VIERNES;23/09/2022;10:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;CANDELARIA;DOMINGO;25/09/2022;6:00:00 p. m.
CHOQUE;HERIDOS;VILLAGORGONA;VILLAGORGONA;MARTES;27/09/2022;4:00:00 p. m.
CHOQUE;MUERTOS;JUANCHITO;JUANCHITO;JUEVES;30/09/2022;7:00:00 a. m.
CHOQUE;DAÑOS;VILLAGORGONA;VILLAGORGONA;MIERCOLES;28/09/2022;11:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;DOMINGO LARGO;DOMINGO;2/10/2022;12:00:00 p. m.
VOLCAMIENTO;MUERTOS;CALI-CANDELARIA;EL CARMELO;LUNES;3/10/2022;5:00:00 a. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;EL CABUYAL;MARTES;4/10/2022;5:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;MARTES;4/10/2022;8:00:00 p. m.
CHOQUE;HERIDOS;PALMIRA-VILLARICA;EL CABUYAL;JUEVES;6/10/2022;11:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;VIERNES;7/10/2022;5:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;MARTES;11/10/2011;7:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;14/10/2022;12:00:00 p. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;CANDELARIA;DOMINGO;16/10/2022;11:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;LUNES;17/10/2022;1:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;LUNES;17/10/2022;11:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;EL CARMELO;MIERCOLES;19/10/2022;12:00:00 p. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;JUANCHITO;JUEVES;20/10/2022;7:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA-CALI;VILLAGORGONA;JUEVES;20/10/2022;5:00:00 p. m.
CHOQUE;MUERTOS;PALMIRA-VILLARICA;EL LAURO;SABADO;22/10/2022;5:00:00 a. m.
CHOQUE;DAÑOS;PALMIRA-PUERTO TEJADA;CANDELARIA;MARTES;25/10/2022;1:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MARTES;25/10/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;28/10/2022;9:00:00 a. m.
CHOQUE;DAÑOS;POBLADO CAMPESTRE;CANDELARIA;MARTES;1/11/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;MARTES;1/11/2022;6:00:00 a. m.
VOLCAMIENTO;HERIDOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;2/11/2022;5:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-FLORIDA;LA REGINA;JUEVES;3/11/2022;7:00:00 p. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;JUANCHITO;SABADO;5/11/2022;10:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-PRADERA;CANDELARIA;SABADO;5/11/2022;8:00:00 a. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;7/11/2022;5:00:00 a. m.
CHOQUE;DAÑOS;CANDELARIA;CANDELARIA;MARTES;8/11/2022;8:00:00 p. m.
VOLCAMIENTO;MUERTOS;CALI-CANDELARIA;CANDELARIA;DOMINGO;13/11/2022;4:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;EL CARMELO;LUNES;14/11/2022;7:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;EL CABUYAL;MIERCOLES;16/11/2022;7:00:00 a. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;SABADO;19/11/2022;11:00:00 a. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;JUEVES;10/11/2022;7:00:00 p. m.
CHOQUE;DAÑOS;PUERTO TEJADA-PALMIRA;CANDELARIA;VIERNES;11/11/2022;8:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;DOMINGO;20/11/2022;9:00:00 p. m.
CHOQUE;HERIDOS;PUERTO TEJADA-PALMIRA;EL ARENAL;MIERCOLES;23/11/2022;5:00:00 p. m.
ATROPELLO;HERIDOS;CALLE 13 CON CR 7;CANDELARIA;MIERCOLES;23/11/2022;9:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;MIERCOLES;23/11/2022;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MIERCOLES;28/11/2022;7:00:00 a. m.
CHOQUE;MUERTOS;CALI-CANDELARIA;JUANCHITO;VIERNES;30/11/2022;5:00:00 a. m.
CHOQUE;HERIDOS;CALLE 3 CON CR 5;CANDELARIA;JUEVES;1/12/2022;12:00:00 p. m.
CHOQUE;HERIDOS;VILLARICA-PALMIRA;CANDELARIA;VIERNES;2/12/2022;11:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;SAN JOAQUIN;SABADO;3/12/2022;3:00:00 p. m.
CHOQUE;DAÑOS;CALI-FLORIDA;CANDELARIA;DOMINGO;4/12/2022;6:00:00 a. m.
CHOQUE;DAÑOS;VILLARICA-PALMIRA;EL CABUYAL;DOMINGO;4/12/2022;5:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;LUNES;5/12/2022;12:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;9/12/2022;8:00:00 a. m.
ATROPELLO;HERIDOS;CALI-CANDELARIA;POBLADO CAMPESTRE;SABADO;10/12/2002;8:00:00 a. m.
CHOQUE;DAÑOS;CALI-CANDELARIA;VILLAGORGONA;LUNES;12/12/2022;8:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;MIERCOLES;14/12/2022;4:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;LUNES;19/12/2022;1:00:00 p. m.
VOLCAMIENTO;HERIDOS;CALI-CANDELARIA;CANDELARIA;MIERCOLES;21/12/2022;8:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;POBLADO CAMPESTRE;DOMINGO;25/12/2022;8:00:00 a. m.
ATROPELLO;HERIDOS;PALMIRA-VILLARICA;EL ARENAL;DOMINGO;1/01/2023;11:00:00 a. m.
CHOQUE;HERIDOS;CARRERA 15 - CALLE 21;VILLAGORGONA;DOMINGO;1/01/2023;6:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;1/01/2023;10:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;1/01/2023;10:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;CANDELARIA;LUNES;2/01/2023;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-FLORIDA;CANDELARIA;LUNES;2/01/2023;7:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;MARTES;3/01/2023;7:00:00 a. m.
CHOQUE;HERIDOS;CALLE 16 CR 16;VILLAGORGONA;VIERNES;6/01/2023;10:00:00 a. m.
VOLCAMIENTO;HERIDOS;CANDELARIA-PRADERA;CANDELARIA;DOMINGO;8/01/2023;8:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-CALI;JUANCHITO;DOMINGO;15/01/2023;10:00:00 a. m.
ATROPELLO;HERIDOS;CANDELARIA;CANDELARIA;MARTES;17/01/2023;7:00:00 a. m.
CHOQUE;HERIDOS;CALLE 13 CALLE 18;EL CARMELO;VIERNES;20/01/2023;11:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;JUEVES;26/01/2023;9:00:00 a. m.
CHOQUE;HERIDOS;CANDELARIA-PALMIRA;CANDELARIA;SABADO;28/01/2023;5:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;VILLAGORGONA;DOMINGO;29/01/2023;3:00:00 p. m.
CHOQUE;HERIDOS;CANDELARIA;CANDELARIA;JUEVES;2/02/2023;8:00:00 p. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;EL CARMELO;VIERNES;3/02/2023;7:00:00 a. m.
CHOQUE;HERIDOS;CALI-CANDELARIA;JUANCHITO;VIERNES;3/02/2023;3:00:00 p. m.
